DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-28 01:36:22 38043 3892952  2.3  2.9 00:00:06 8286000
2023-03-28 01:36:23 38043 3892952  2.3  2.9 00:00:06 8286000
2023-03-28 01:36:24 38043 3892952  2.3  2.9 00:00:06 8286000
2023-03-28 01:36:25 38043 3892952  2.3  2.9 00:00:06 8286000
2023-03-28 01:36:26 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:27 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:28 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:29 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:30 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:31 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:32 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:33 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:34 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:36 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:37 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:38 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:39 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:40 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:41 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:42 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:43 38043 3892952  2.2  2.9 00:00:06 7.926e+06
2023-03-28 01:36:44 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:45 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:46 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:47 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:48 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:49 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:50 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:51 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:52 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:53 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:54 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:56 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:57 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:58 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:36:59 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:37:00 38043 3892952  2.1  2.9 00:00:06 7566000
2023-03-28 01:37:01 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:02 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:03 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:04 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:05 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:06 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:07 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:08 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:09 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:10 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:11 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:12 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:13 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:14 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:15 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:17 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:18 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:19 38043 3892952  2.0  2.9 00:00:06 7206000
2023-03-28 01:37:20 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:21 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:22 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:23 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:24 38043 3892952  1.9  2.9 00:00:06 6846000
2023-03-28 01:37:25 38043 3892952  1.9  2.9 00:00:06 6846000
