DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-29 02:23:15 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:16 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:17 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:18 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:19 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:20 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:21 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:22 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:23 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:24 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:25 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:27 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:28 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:29 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:30 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:31 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:32 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:33 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:34 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:35 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:36 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:37 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:38 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:39 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:40 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:41 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:42 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:43 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:44 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:45 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:47 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:48 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:49 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:50 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:51 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:52 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:53 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:54 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:55 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:56 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:57 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:58 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:23:59 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:00 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:01 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:02 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:03 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:04 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:05 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:06 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:07 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:09 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:10 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:11 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:12 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:13 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:14 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:15 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:16 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:17 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:18 87615 3892952  0.2  0.1 00:00:00 720000
2023-03-29 02:24:19 87615 3892952  0.2  0.1 00:00:00 720000
