DATA_ATUAL HORA_ATUAL PID  MEMTOTAL %CPU %MEM TIME MSECOND
2023-03-28 02:11:35 44351 3892952  3.4  3.1 00:00:06 12246000
2023-03-28 02:11:37 44351 3892952  3.4  3.1 00:00:06 12246000
2023-03-28 02:11:38 44351 3892952  3.4  3.1 00:00:06 12246000
2023-03-28 02:11:39 44351 3892952  3.4  3.1 00:00:06 12246000
2023-03-28 02:11:40 44351 3892952  3.4  3.1 00:00:06 12246000
2023-03-28 02:11:41 44351 3892952  3.3  3.1 00:00:06 11886000
2023-03-28 02:11:42 44351 3892952  3.3  3.1 00:00:06 11886000
2023-03-28 02:11:43 44351 3892952  3.3  3.1 00:00:06 11886000
2023-03-28 02:11:44 44351 3892952  3.3  3.1 00:00:06 11886000
2023-03-28 02:11:45 44351 3892952  3.3  3.1 00:00:06 11886000
2023-03-28 02:11:46 44351 3892952  3.3  3.1 00:00:06 11886000
2023-03-28 02:11:47 44351 3892952  3.2  3.1 00:00:06 11526000
2023-03-28 02:11:48 44351 3892952  3.2  3.1 00:00:06 11526000
2023-03-28 02:11:49 44351 3892952  3.2  3.1 00:00:06 11526000
2023-03-28 02:11:51 44351 3892952  3.2  3.1 00:00:06 11526000
2023-03-28 02:11:52 44351 3892952  3.2  3.1 00:00:06 11526000
2023-03-28 02:11:53 44351 3892952  3.2  3.1 00:00:06 11526000
2023-03-28 02:11:54 44351 3892952  3.1  3.1 00:00:06 11166000
2023-03-28 02:11:55 44351 3892952  3.1  3.1 00:00:06 11166000
2023-03-28 02:11:57 44351 3892952  3.1  3.1 00:00:06 11166000
2023-03-28 02:11:58 44351 3892952  3.1  3.1 00:00:06 11166000
2023-03-28 02:11:59 44351 3892952  3.1  3.1 00:00:06 11166000
2023-03-28 02:12:00 44351 3892952  3.1  3.1 00:00:06 11166000
2023-03-28 02:12:01 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:03 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:04 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:05 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:06 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:07 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:09 44351 3892952  3.0  3.1 00:00:06 10806000
2023-03-28 02:12:10 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:11 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:12 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:13 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:15 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:16 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:17 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:18 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:19 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:21 44351 3892952  2.9  3.1 00:00:06 10446000
2023-03-28 02:12:22 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:23 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:24 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:25 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:26 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:28 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:29 44351 3892952  2.8  3.1 00:00:06 10086000
2023-03-28 02:12:30 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:31 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:32 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:34 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:35 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:36 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:37 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:38 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:40 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:41 44351 3892952  2.7  3.1 00:00:06 9726000
2023-03-28 02:12:42 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:43 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:44 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:46 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:47 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:48 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:49 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:50 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:52 44351 3892952  2.6  3.1 00:00:06 9366000
2023-03-28 02:12:53 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:12:54 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:12:55 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:12:56 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:12:58 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:12:59 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:13:00 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:13:01 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:13:02 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:13:03 44351 3892952  2.5  3.1 00:00:06 9006000
2023-03-28 02:13:05 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:06 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:07 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:08 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:09 44351 3892952  2.4  3.1 00:00:06 8646000
2023-03-28 02:13:10 44351 3892952  2.4  3.1 00:00:06 8646000
